    0.0    2.0958E-02  10.0  1.8582E-05  0.058308
    0.075  2.0958E-02  10.0  1.8582E-05  0.058308
    0.225  2.4948E-02  10.0  2.1138E-05  0.067823
    0.375  2.5809E-02   9.926130  2.3369E-05  0.075159
    0.525  2.4360E-02   8.069400  2.4771E-05  0.078557
    0.675  2.3295E-02   7.070590  2.6431E-05  0.082733
    0.825  2.2458E-02   6.467600  2.8413E-05  0.087821
    0.975  2.1764E-02   6.077120  3.0804E-05  0.094026
    1.125  2.1177E-02   5.804840  3.3458E-05  0.100714
    1.275  2.0691E-02   5.611740  3.6253E-05  0.107460
    1.425  2.0273E-02   5.472670  3.9871E-05  0.117741
    1.575  1.9966E-02   5.388160  4.3330E-05  0.125670
    1.725  1.9700E-02   5.328660  4.6954E-05  0.133519
    1.875  1.9467E-02   5.286710  5.0717E-05  0.141220
    2.025  1.9258E-02   5.258060  5.4689E-05  0.148910
    2.175  1.9061E-02   5.236260  5.8888E-05  0.156573
    2.325  1.8871E-02   5.217290  6.3251E-05  0.164022
    2.475  1.8687E-02   5.200970  6.7714E-05  0.171104
    2.625  1.8510E-02   5.187080  7.2224E-05  0.177715
    2.775  1.8338E-02   5.175280  7.6746E-05  0.183819
    2.925  1.8171E-02   5.165220  8.1263E-05  0.189419
    3.075  1.8008E-02   5.156370  8.5749E-05  0.194506
    3.225  1.7848E-02   5.148380  9.0178E-05  0.199078
    3.375  1.7690E-02   5.141050  9.4515E-05  0.203120
    3.525  1.7535E-02   5.134270  9.8732E-05  0.206640
    3.675  1.7382E-02   5.127980  1.0281E-04  0.209664
    3.825  1.7232E-02   5.122050  1.0674E-04  0.212199
    3.975  1.7084E-02   5.116420  1.1049E-04  0.214283
    4.125  1.6937E-02   5.111080  1.1407E-04  0.215951
    4.275  1.6793E-02   5.105930  1.1747E-04  0.217231
    4.425  1.6650E-02   5.100950  1.2069E-04  0.218167
    4.575  1.6509E-02   5.096070  1.2373E-04  0.218784
    4.725  1.6370E-02   5.091320  1.2660E-04  0.219134
    4.875  1.6232E-02   5.086700  1.2931E-04  0.219242
    5.025  1.6096E-02   5.082140  1.3187E-04  0.219130
    5.175  1.5961E-02   5.077650  1.3426E-04  0.218824
    5.325  1.5828E-02   5.073260  1.3652E-04  0.218346
    5.475  1.5696E-02   5.068930  1.3863E-04  0.217713
    5.625  1.5566E-02   5.064680  1.4060E-04  0.216945
    5.775  1.5437E-02   5.060530  1.4245E-04  0.216063
    5.925  1.5310E-02   5.056460  1.4418E-04  0.215080
    6.075  1.5184E-02   5.052480  1.4579E-04  0.214007
    6.225  1.5059E-02   5.048570  1.4729E-04  0.212856
    6.375  1.4936E-02   5.044730  1.4869E-04  0.211638
    6.525  1.4814E-02   5.040990  1.4999E-04  0.210370
    6.675  1.4694E-02   5.037330  1.5119E-04  0.209056
    6.825  1.4574E-02   5.033720  1.5231E-04  0.207701
    6.975  1.4456E-02   5.030200  1.5335E-04  0.206320
    7.125  1.4340E-02   5.026710  1.5430E-04  0.204907
    7.275  1.4224E-02   5.023290  1.5518E-04  0.203473
    7.425  1.4110E-02   5.019940  1.5598E-04  0.202026
    7.575  1.3997E-02   5.016650  1.5671E-04  0.200563
    7.725  1.3885E-02   5.013410  1.5738E-04  0.199090
    7.875  1.3774E-02   5.010230  1.5798E-04  0.197614
